County_Forest_NH,Cost_Forest_NH,Qty_Forest_NH,County_Forest_H,Cost_Forest_H,Qty_Forest_H,County_Soil,Cost_Soil,Qty_Soil,County_MinCost,Cost_MinCost,Qty_MinCost,County_MaxQty,Cost_MaxQty,Qty_MaxQty,County_CE,Cost_CE,Qty_CE,Revenues_CE
"WHEATLAND COUNTY, MT",21.58904964,252660454.6,"SANBORN COUNTY, SD",9.240725959,299261816.8,"SCOTT COUNTY, VA",6.648598816,44524387.91,"CHESTER COUNTY, SC",5.583871594,167729009.3,"CHESTER COUNTY, SC",11.27374081,286770040.2,"HANCOCK COUNTY, WV",6.706144005,219499723.7,1471996756
"MCKEAN COUNTY, PA",21.62228559,252871747.1,"WILLACY COUNTY, TX",9.353836236,299955780.2,"LAURENS COUNTY, GA",6.649495405,44644732.13,"ARCHER COUNTY, TX",5.58781911,167908979.8,"STONE COUNTY, MS",11.29248358,286851398.5,"ARANSAS COUNTY, TX",6.71730159,219563222.7,1474872385
"CHOCTAW COUNTY, MS",21.65979279,252932767.2,"STEPHENS COUNTY, OK",9.376713641,301126668.1,"NEWTON COUNTY, MS",6.649495405,44661328.4,"NOTTOWAY COUNTY, VA",5.59452795,167914221,"KENDALL COUNTY, TX",11.29258343,287037738.2,"NEOSHO COUNTY, KS",6.724089055,219777295,1477802104
"CLAY COUNTY, KS",21.67188752,253875541.3,"ANSON COUNTY, NC",9.396126039,301470967.5,"FLORENCE COUNTY, SC",6.649495405,44903210.66,"GARFIELD COUNTY, WA",5.603500215,168116154.8,"PEND OREILLE COUNTY, WA",11.33661854,287271451.6,"JEFFERSON COUNTY, OR",6.725587523,219874491.8,1478785139
"SENECA COUNTY, NY",21.73849737,254420118.3,"MOORE COUNTY, TX",9.443588062,301885284.3,"JACKSON COUNTY, AR",6.660151761,45583621.16,"BIBB COUNTY, AL",5.626496176,168123673.7,"MARION COUNTY, AR",11.33676909,287516236.1,"STONEWALL COUNTY, TX",6.732002648,221397086.4,1490445772
"LEE COUNTY, VA",21.74303225,254583466.7,"EAST CARROLL PARISH, LA",9.474127541,302485811.5,"PEARL RIVER COUNTY, MS",6.660151761,45614168.6,"DAVIDSON COUNTY, NC",5.626496176,168127798.5,"ESCAMBIA COUNTY, AL",11.33887481,287873071,"DOOLY COUNTY, GA",6.734305925,221910719.6,1494414674
"BLAINE COUNTY, OK",21.79029084,255628745.6,"GREENE COUNTY, GA",9.479632527,302708427.5,"LEE COUNTY, VA",6.666613092,45614571.77,"MECKLENBURG COUNTY, VA",5.637152532,168140415.4,"BUTLER COUNTY, AL",11.36947248,288063054.4,"DEAF SMITH COUNTY, TX",6.751264942,222784377.7,1504076358
"BEAVER COUNTY, OK",21.79917925,257884971.5,"CLAY COUNTY, AL",9.486594076,302883704.5,"SMITH COUNTY, MS",6.670808117,45624239.28,"WARREN COUNTY, GA",5.644953149,168315427.4,"MORGAN COUNTY, KY",11.37384011,288198020.3,"JOHNSON COUNTY, GA",6.768541414,223035101,1509622318
"KNOX COUNTY, NE",21.86963345,259265141.1,"MUSSELSHELL COUNTY, MT",9.522066774,302886256,"TATE COUNTY, MS",6.670808117,45731752.22,"PICKAWAY COUNTY, OH",5.647808888,168800290.9,"RUSSELL COUNTY, KS",11.39063476,289379399.4,"GREENSVILLE COUNTY, VA",6.78802719,223105418.9,1514445650
"BLAINE COUNTY, ID",21.87742246,259591525,"ARKANSAS COUNTY, AR",9.540905203,303903594.4,"LOVE COUNTY, OK",6.679755482,45797393.18,"GOOCHLAND COUNTY, VA",5.647808888,168809421.6,"MARION COUNTY, AL",11.4064267,289575800.8,"KING COUNTY, TX",6.791361169,224581084.5,1525211256
"UNION PARISH, LA",21.92329831,259646169.9,"BUTTE COUNTY, ID",9.576657569,303997697.2,"WILCOX COUNTY, AL",6.681463631,45818630.4,"CHEROKEE COUNTY, AL",5.648425223,169152556,"LEE COUNTY, VA",11.41874966,289824072.1,"MOTLEY COUNTY, TX",6.795375412,226314841.1,1537894306
"GARZA COUNTY, TX",21.96087789,260794875.7,"CLEARWATER COUNTY, ID",9.58588014,304526109.5,"ITAWAMBA COUNTY, MS",6.681463631,45875230.94,"BAY COUNTY, FL",5.650588734,169154189.7,"HAMILTON COUNTY, FL",11.45542874,290168781.2,"WAYNE COUNTY, NE",6.809339902,226847336.1,1544680617
"LIPSCOMB COUNTY, TX",21.9702914,262022822.1,"TETON COUNTY, MT",9.602872751,304824021.5,"MUSKINGUM COUNTY, OH",6.681463631,45939386.11,"BRADFORD COUNTY, FL",5.650588734,169164556.9,"CLAY COUNTY, KY",11.45689333,290268137.2,"THOMAS COUNTY, NE",6.815446852,227561585.4,1550933891
"FRANKLIN COUNTY, AL",22.03207809,262209895.3,"SAN PATRICIO COUNTY, TX",9.634334928,305672374,"CHATHAM COUNTY, NC",6.692119987,45945477.12,"BREVARD COUNTY, FL",5.650588734,169260731.8,"NUECES COUNTY, TX",11.4911187,291298390.5,"RAPIDES PARISH, LA",6.819995416,227822795.3,1553750420
"KINGMAN COUNTY, KS",22.05003785,263563406.1,"NORTHAMPTON COUNTY, VA",9.64558194,305860280.6,"DELAWARE COUNTY, NY",6.700497408,46001186,"BROWARD COUNTY, FL",5.650588734,169268187.8,"BARNWELL COUNTY, SC",11.49303952,291654597.7,"BUTLER COUNTY, MO",6.830651772,228259074.8,1559158254
"CARIBOU COUNTY, ID",22.05594456,264447379,"JEFFERSON COUNTY, WA",9.680033554,306017378.3,"JASPER COUNTY, GA",6.702776343,46001730.54,"CHARLOTTE COUNTY, FL",5.650588734,169346937.3,"PIERCE COUNTY, GA",11.63062482,291961175.4,"WHEELER COUNTY, NE",6.836882424,228912551.2,1565048198
"HALL COUNTY, TX",22.08029098,265590146.4,"LEWIS COUNTY, NY",9.699745798,306516932.9,"CONECUH COUNTY, AL",6.713432699,46040644.5,"CITRUS COUNTY, FL",5.650588734,169348005.4,"EDGEFIELD COUNTY, SC",11.6359724,292293412.6,"TALLAHATCHIE COUNTY, MS",6.841308128,229496651,1570057304
"GRAY COUNTY, TX",22.10276413,266792802.3,"ALLEGANY COUNTY, NY",9.737520079,307269995.1,"RANDOLPH COUNTY, AL",6.713432699,46040916.77,"CLAY COUNTY, FL",5.650588734,169356571.5,"SONOMA COUNTY, CA",11.67290084,295462841.6,"GILCHRIST COUNTY, FL",6.842257865,229904851.9,1573068281
"JUDITH BASIN COUNTY, MT",22.10541814,267662458.8,"PAWNEE COUNTY, OK",9.752838884,307894846.7,"TOWNS COUNTY, GA",6.713432699,46041251.87,"COLLIER COUNTY, FL",5.650588734,169537820.9,"CATAHOULA PARISH, LA",11.74323834,296158375.4,"WARREN COUNTY, NY",6.846762586,229913698,1574164505
"KALKASKA COUNTY, MI",22.1221912,267844234.6,"COLLINGSWORTH COUNTY, TX",9.772421255,309494493.2,"ADAMS COUNTY, OH",6.713432699,46102012.26,"DE SOTO COUNTY, FL",5.650588734,169747679.8,"MARSHALL COUNTY, AL",11.7540977,296601776.6,"CASTRO COUNTY, TX",6.858200411,231130870.2,1585141829
"ALFALFA COUNTY, OK",22.17505251,268863245.4,"SKAMANIA COUNTY, WA",9.790094948,309701277.3,"ANDERSON COUNTY, SC",6.713432699,46104378.94,"DIXIE COUNTY, FL",5.650588734,169770466.9,"CUMBERLAND COUNTY, ME",11.76217611,296784696.4,"BLAINE COUNTY, MT",6.877987502,231496098.5,1592227272
"SAN PATRICIO COUNTY, TX",22.18338348,269494833.5,"MONROE COUNTY, AL",9.799586676,309960221,"NEOSHO COUNTY, KS",6.724089055,46318451.26,"DUVAL COUNTY, FL",5.650588734,169773838.8,"WAYNE COUNTY, NC",11.76546295,297537801.6,"PLAQUEMINES PARISH, LA",6.885669933,231543885,1594334767
"POLK COUNTY, OR",22.19511101,271357368.1,"EFFINGHAM COUNTY, GA",9.801679958,310241858.1,"MARSHALL COUNTY, MS",6.734745411,46453913.35,"FLAGLER COUNTY, FL",5.650588734,169788143.6,"APACHE COUNTY, AZ",11.78231515,297561641.5,"BANDERA COUNTY, TX",6.924316741,231734476.6,1604602916
"KIOWA COUNTY, KS",22.19868433,272482116.4,"JOHNSTON COUNTY, OK",9.845503144,310912158.9,"TISHOMINGO COUNTY, MS",6.756058122,46481394.34,"GLADES COUNTY, FL",5.650588734,169933851,"WABAUNSEE COUNTY, KS",11.80368104,298754985.5,"PUSHMATAHA COUNTY, OK",6.929457013,232350876.2,1610065409
"YAZOO COUNTY, MS",22.19987826,272995107,"LINCOLN COUNTY, MT",9.858564205,311308127.8,"DADE COUNTY, GA",6.761234764,46485101.43,"HARDEE COUNTY, FL",5.650588734,170084752.5,"LOVE COUNTY, OK",11.8240271,299311144.1,"WEBSTER COUNTY, MS",6.929506448,232503571.5,1611134998
"WARREN COUNTY, TN",22.20598414,273284023.6,"LAURENS COUNTY, GA",9.876992833,311876422,"MONROE COUNTY, MS",6.766714478,46674308.3,"HENDRY COUNTY, FL",5.650588734,170656628.4,"GARFIELD COUNTY, WA",11.82803448,299579964.7,"CAROLINE COUNTY, VA",6.947870004,232562458.3,1615813728
"LEE COUNTY, SC",22.26147062,273581185.6,"CRENSHAW COUNTY, AL",9.877733502,312070545,"HANCOCK COUNTY, MS",6.777369993,46683624.68,"HERNANDO COUNTY, FL",5.650588734,170659351.2,"LEE COUNTY, KY",11.84355558,299639934.5,"HALL COUNTY, TX",6.948398658,234096195.8,1626593693
"PENNINGTON COUNTY, SD",22.30275654,273581616.3,"BURNET COUNTY, TX",9.888707259,312489543.5,"PRENTISS COUNTY, MS",6.777369993,46781633.98,"HIGHLANDS COUNTY, FL",5.650588734,170902196.8,"SCREVEN COUNTY, GA",11.86491323,300190744.9,"TATE COUNTY, MS",6.956564508,234467236.5,1631086456
"GARFIELD COUNTY, NE",22.30384886,274443680.2,"BOISE COUNTY, ID",9.955372908,312782228,"MONROE COUNTY, GA",6.78802719,46781717.75,"HILLSBOROUGH COUNTY, FL",5.650588734,170996654.3,"LAKE COUNTY, CA",11.8721448,302109286.2,"SUSSEX COUNTY, DE",6.958527202,234986732.4,1635161569
"SAN JUAN COUNTY, NM",22.35663193,274443867.2,"GOLDEN VALLEY COUNTY, MT",10.01775723,312860587.4,"GREENSVILLE COUNTY, VA",6.78802719,46852035.69,"INDIAN RIVER COUNTY, FL",5.650588734,171195266.2,"GOGEBIC COUNTY, MI",11.89560005,302149192.9,"OHIO COUNTY, WV",6.963546499,235035718.2,1636682153
"SILVER BOW COUNTY, MT",22.37152517,274748058.3,"CRAWFORD COUNTY, AR",10.02947543,313243100.1,"TALBOT COUNTY, GA",6.798682704,46856015.05,"LAKE COUNTY, FL",5.650588734,171286435.5,"GREENE COUNTY, MS",11.89598063,302262763,"SOUTHAMPTON COUNTY, VA",6.990495428,235289621.7,1644791025
"JENKINS COUNTY, GA",22.43310745,274968790.6,"WHEATLAND COUNTY, MT",10.03853473,313632184.4,"ROWAN COUNTY, NC",6.798682704,46859578,"LEE COUNTY, FL",5.650588734,171345392.8,"ZAPATA COUNTY, TX",11.90273313,302524483.9,"CHIPPEWA COUNTY, MI",6.99987383,235409455.3,1647836485
"VAN BUREN COUNTY, AR",22.43538948,275135292.7,"LINCOLN COUNTY, ME",10.05502733,313691304.1,"SCOTLAND COUNTY, NC",6.798682704,46918551.37,"MANATEE COUNTY, FL",5.650588734,171523814.8,"ORANGEBURG COUNTY, SC",11.91364727,303500418.4,"LINCOLN COUNTY, MN",7.001150942,235875657.6,1651401083
"FREDERICK COUNTY, MD",22.48080355,276212730.3,"CHERRY COUNTY, NE",10.06266222,316175675.6,"OGLETHORPE COUNTY, GA",6.809339902,46919891.79,"MARTIN COUNTY, FL",5.650588734,171689586.5,"CALHOUN COUNTY, AL",11.9193251,303744600.3,"PLYMOUTH COUNTY, MA",7.002369966,235931627.4,1652080542
"PRESQUE ISLE COUNTY, MI",22.51485632,276430946,"WILKINSON COUNTY, GA",10.06986834,316324875.8,"WAYNE COUNTY, NE",6.809339902,47452386.83,"MIAMI-DADE COUNTY, FL",5.650588734,171819627.8,"NASSAU COUNTY, NY",11.93641186,303746545.5,"NOBLE COUNTY, OK",7.007687106,236992876.7,1660771926
"CHILDRESS COUNTY, TX",22.55718978,277325104.5,"UNION COUNTY, MS",10.09711091,316599697.7,"YORK COUNTY, SC",6.809339902,47455884.48,"NASSAU COUNTY, FL",5.650588734,171826225.2,"BULLOCH COUNTY, GA",11.94009252,304440996.5,"FAYETTE COUNTY, TN",7.022464496,237192564.2,1665676361
"CLARK COUNTY, NV",22.56627967,277325500.9,"GREEN LAKE COUNTY, WI",10.09982237,316965078.8,"WARE COUNTY, GA",6.819995416,47500390.48,"OKEECHOBEE COUNTY, FL",5.650588734,171881224.1,"PENOBSCOT COUNTY, ME",12.03300513,304768434.8,"CRAIGHEAD COUNTY, AR",7.043776366,237946386.5,1676041134
"BROWN COUNTY, NE",22.57785221,279124999.7,"KERR COUNTY, TX",10.1033953,317069261.9,"RAPIDES PARISH, LA",6.819995416,47761600.35,"ORANGE COUNTY, FL",5.650588734,171917834.2,"EARLY COUNTY, GA",12.03958174,305292880.3,"PHILLIPS COUNTY, AR",7.05367514,238924554.7,1685296192
"ARCHULETA COUNTY, CO",22.62226673,279376208.9,"INDEPENDENCE COUNTY, AR",10.10470566,317662368.2,"UNION COUNTY, TN",6.821171505,47761955.16,"OSCEOLA COUNTY, FL",5.650588734,171961041.7,"ALLENDALE COUNTY, SC",12.05506167,305629143.5,"NEWTON COUNTY, TX",7.056591397,239175171.6,1687761459
"CHAMBERS COUNTY, AL",22.64043202,279585743.3,"JEFFERSON COUNTY, ID",10.11094283,317662878.3,"PITTSBURG COUNTY, OK",6.827650516,47772673.56,"PALM BEACH COUNTY, FL",5.650588734,172914056.5,"OKFUSKEE COUNTY, OK",12.0805833,306222175.5,"MONTGOMERY COUNTY, GA",7.057352385,239358400.2,1689236576
"MCCORMICK COUNTY, SC",22.64276401,279657561.5,"LENOIR COUNTY, NC",10.11625536,318112651,"GREENE COUNTY, AL",6.830651772,47805806.97,"PASCO COUNTY, FL",5.650588734,172937995.5,"WESTCHESTER COUNTY, NY",12.09339263,306279964.5,"JEFFERSON COUNTY, AR",7.068419277,240208603.5,1697895124
"CUSTER COUNTY, OK",22.69458749,280785927.6,"BARRON COUNTY, WI",10.12102174,318905484.6,"BUTLER COUNTY, MO",6.830651772,48242086.51,"POLK COUNTY, FL",5.650588734,173190726.8,"STEPHENS COUNTY, GA",12.09752276,306368983.3,"LAMB COUNTY, TX",7.07049846,241774913.2,1709469152
"CUSTER COUNTY, ID",22.72121113,280928242.4,"BOLIVAR COUNTY, MS",10.15081995,320166323.7,"PULASKI COUNTY, VA",6.834558878,48246141.94,"PUTNAM COUNTY, FL",5.650588734,173217179,"FISHER COUNTY, TX",12.09913187,307934362.5,"MCCORMICK COUNTY, SC",7.074317117,241901789.7,1711289972
"POTTER COUNTY, TX",22.72483944,281914465.7,"CULLMAN COUNTY, AL",10.15820648,320786046.2,"HANCOCK COUNTY, TN",6.835972374,48246156.73,"ST JOHNS COUNTY, FL",5.650588734,173258459.7,"BLOUNT COUNTY, AL",12.10788557,308395254.4,"PIERCE COUNTY, NE",7.075745434,242528434.2,1716069461
"PIKE COUNTY, MS",22.7411187,282033383.4,"YALOBUSHA COUNTY, MS",10.18275273,320973953.3,"TALLAHATCHIE COUNTY, MS",6.841308128,48830256.55,"ST LUCIE COUNTY, FL",5.650588734,173539381.5,"RANDOLPH COUNTY, GA",12.11947866,308709807.3,"WAKULLA COUNTY, FL",7.079581828,242609658.6,1717574931
"JEFFERSON DAVIS COUNTY, MS",22.76088807,282135034.5,"WORTH COUNTY, GA",10.19896355,321691078.4,"MCNAIRY COUNTY, TN",6.841308128,48899830.06,"SARASOTA COUNTY, FL",5.650588734,173551717.6,"OKTIBBEHA COUNTY, MS",12.13882872,308930572.8,"PRAIRIE COUNTY, AR",7.080353467,243360721.7,1723079930
"LINCOLN COUNTY, NV",22.81383772,282136947.6,"PINAL COUNTY, AZ",10.27345329,321749843.2,"WARREN COUNTY, NY",6.846762586,48908676.12,"SEMINOLE COUNTY, FL",5.650588734,173558461.5,"TIPPAH COUNTY, MS",12.15613422,309141248.7,"JOHNSTON COUNTY, NC",7.086400948,243559196.9,1725958124
"HARNEY COUNTY, OR",22.85043857,282545946,"GLACIER COUNTY, MT",10.27347463,322362492.6,"LOWNDES COUNTY, AL",6.862619998,49025983.47,"SUMTER COUNTY, FL",5.650588734,173561666,"DE KALB COUNTY, TN",12.17187655,309328817.2,"SAN BERNARDINO COUNTY, CA",7.095195143,243671681.9,1728898134
"GOLDEN VALLEY COUNTY, MT",22.87631688,282630717.9,"LOWNDES COUNTY, AL",10.29618453,322714773.7,"LEE COUNTY, MS",6.862619998,49191501.44,"TAYLOR COUNTY, FL",5.650588734,173585961,"FRANKLIN COUNTY, NY",12.20939717,309717774.6,"LUCE COUNTY, MI",7.101158877,243711402.4,1730633389
"NELSON COUNTY, ND",22.88046834,282949662.4,"DELAWARE COUNTY, NY",10.30205988,323345537.6,"FORSYTH COUNTY, NC",6.862619998,49193674.68,"VOLUSIA COUNTY, FL",5.650588734,173597668.7,"TRIPP COUNTY, SD",12.21300515,311274512.4,"MCCREARY COUNTY, KY",7.112511372,243756715.6,1733722412
"WASHINGTON COUNTY, MS",22.88114341,283614375,"KINNEY COUNTY, TX",10.3078363,324887653.4,"CHILTON COUNTY, AL",6.873276354,49219917.52,"WAKULLA COUNTY, FL",5.650588734,173609585.8,"MURRAY COUNTY, OK",12.2255326,311745079.2,"JEFFERSON COUNTY, MS",7.118370016,243794636.6,1735420431
"VILAS COUNTY, WI",22.88922457,283639035.7,"GOGEBIC COUNTY, MI",10.30784037,324923556.9,"HENRY COUNTY, GA",6.873276354,49220336.4,"BARNSTABLE COUNTY, MA",5.657155299,173613759.8,"CAMDEN COUNTY, GA",12.23319447,311882519.1,"MCCURTAIN COUNTY, OK",7.149888546,244699835.5,1749576551
"CLAY COUNTY, KY",22.93544591,283709268.2,"LIBERTY COUNTY, MT",10.32750041,324967840.7,"BOTETOURT COUNTY, VA",6.877587557,49224795,"WOODS COUNTY, OK",5.66243979,175650763.9,"NATCHITOCHES PARISH, LA",12.26376789,312283546.1,"WARREN COUNTY, OH",7.150338242,244832272.4,1750633560
"WALLA WALLA COUNTY, WA",22.95809971,284003648.2,"MADISON COUNTY, GA",10.33550842,325239979.6,"SAMPSON COUNTY, NC",6.88393271,49541069.12,"HUGHES COUNTY, OK",5.670819116,176311197.9,"FINNEY COUNTY, KS",12.2827285,313160272.5,"OLDHAM COUNTY, TX",7.163628221,245487468.6,1758580958
"PUSHMATAHA COUNTY, OK",22.97931823,284436326.1,"BIG HORN COUNTY, MT",10.3532602,325466504.2,"RABUN COUNTY, GA",6.892678869,49542451.42,"CONCORDIA PARISH, LA",5.670887943,176996087.6,"CRAVEN COUNTY, NC",12.30959226,313589260.5,"KEMPER COUNTY, MS",7.177204914,245688821.8,1763359019
"COKE COUNTY, TX",22.9913139,285586337.4,"CRAIGHEAD COUNTY, AR",10.35896336,326487390.3,"WEBSTER COUNTY, GA",6.894589066,49594685.76,"MARSHALL COUNTY, OK",5.678300262,177371338.1,"LATIMER COUNTY, OK",12.34494247,313949171.5,"TERRELL COUNTY, GA",7.182308152,245821962.9,1765569088
"GRANT COUNTY, OR",23.00643107,286711267.5,"CALHOUN COUNTY, MS",10.37145905,326869558.6,"GRUNDY COUNTY, TN",6.899873467,49605404.16,"OUACHITA COUNTY, AR",5.679777114,177373648.1,"IRWIN COUNTY, GA",12.38204428,314395630.2,"HOKE COUNTY, NC",7.189443811,246113476,1769419007
"DELTA COUNTY, MI",23.04597139,286847783,"JUDITH BASIN COUNTY, MT",10.38094372,327664872.2,"FLOYD COUNTY, GA",6.905245422,49628316.89,"WILSON COUNTY, NC",5.679777114,177500317.4,"WAYNE COUNTY, KY",12.39042489,314612701,"WHEELER COUNTY, OR",7.19546521,246520669.9,1773830904
"CAYUGA COUNTY, NY",23.0980739,287807399.2,"EVANGELINE PARISH, LA",10.38956542,328287508.7,"UNION COUNTY, SC",6.905245422,49628400.67,"ISSAQUENA COUNTY, MS",5.683533372,177850056.3,"TEHAMA COUNTY, CA",12.4044049,322311096.7,"SARATOGA COUNTY, NY",7.20631989,246622293,1777239135
"NUECES COUNTY, TX",23.1248487,288584665.5,"BINGHAM COUNTY, ID",10.41455287,328606639.2,"NOXUBEE COUNTY, MS",6.915901778,49818801.34,"MARION COUNTY, TN",5.688855811,177861602.6,"GRENADA COUNTY, MS",12.40598217,322506836.2,"ESSEX COUNTY, VA",7.214276378,246667851.4,1779530053
"CONEJOS COUNTY, CO",23.13030627,288619516.4,"HARNEY COUNTY, OR",10.44570437,328991163,"WILKES COUNTY, NC",6.926557292,49822630.4,"CRAWFORD COUNTY, GA",5.696236567,178049434,"WEST CARROLL PARISH, LA",12.40697618,323021054.8,"HEMPHILL COUNTY, TX",7.224986126,248263743.4,1793702102
"KLAMATH COUNTY, OR",23.14369501,289594748.5,"HAMPTON COUNTY, SC",10.47163193,329397244.1,"BEDFORD COUNTY, VA",6.937213648,49831452.75,"COLUMBIA COUNTY, OR",5.698058981,178784569.3,"GRAHAM COUNTY, AZ",12.43375337,323043896.4,"LINCOLN COUNTY, WI",7.23558909,248391728.5,1797260481
"RENO COUNTY, KS",23.16619577,291404055.6,"JEFFERSON COUNTY, NY",10.47870035,330484267.9,"WILLIAMSON COUNTY, TN",6.944132955,49846576.78,"GRAHAM COUNTY, NC",5.698837831,178784983.2,"SALUDA COUNTY, SC",12.46251102,323450366.2,"CLAY COUNTY, MS",7.272486185,248669135.3,1808442851
"DEL NORTE COUNTY, CA",23.17568142,291624145.4,"WILKES COUNTY, GA",10.51535108,330805094.8,"BLAND COUNTY, VA",6.944716369,49847715.15,"LANE COUNTY, OR",5.699927318,181873362.4,"WASHINGTON COUNTY, NY",12.47348552,324164655.3,"PUTNAM COUNTY, WV",7.28360804,248765213,1811908306
"KANE COUNTY, UT",23.17608933,291647389.1,"ATTALA COUNTY, MS",10.52962207,331004577.8,"CAROLINE COUNTY, VA",6.947870004,49906601.98,"LOWNDES COUNTY, GA",5.701089826,181953640.8,"CLARK COUNTY, ID",12.47721499,324560004.7,"CARBON COUNTY, PA",7.293059159,248780083,1814367863
"COTTLE COUNTY, TX",23.26409431,292737954.1,"BANKS COUNTY, GA",10.5381896,331168077,"RUSSELL COUNTY, VA",6.951153287,49909139.59,"MOORE COUNTY, NC",5.701089826,181986017.7,"PAYETTE COUNTY, ID",12.48163221,324561837.7,"WHEELER COUNTY, TX",7.300061621,250384533.8,1827822525
"LINCOLN COUNTY, KS",23.32186383,293882628.3,"REFUGIO COUNTY, TX",10.54558901,331832097.6,"SUSSEX COUNTY, DE",6.958527202,50428635.49,"SALUDA COUNTY, SC",5.701089826,181993180.6,"PLEASANTS COUNTY, WV",12.54604202,324587348.7,"SURRY COUNTY, VA",7.331495451,250449800.2,1836171571
"DEER LODGE COUNTY, MT",23.32432189,294086299.6,"MUHLENBERG COUNTY, KY",10.55075917,332160856.6,"HOUSTON COUNTY, GA",6.958527202,50496787.26,"UPSHUR COUNTY, TX",5.701089826,182003775.8,"BROOKS COUNTY, GA",12.55086691,325043135.2,"JOSEPHINE COUNTY, OR",7.36665621,251166375.9,1850256342
"TOMPKINS COUNTY, NY",23.32482622,294548120.1,"ST LAWRENCE COUNTY, NY",10.55755702,333133874,"GRAYSON COUNTY, VA",6.958527202,50499087.72,"WEBSTER COUNTY, GA",5.717142517,182163536.8,"FRANKLIN COUNTY, GA",12.55794006,325308248.4,"PERRY COUNTY, MS",7.370641544,251270186.1,1852022472
"CHEBOYGAN COUNTY, MI",23.34348542,294733308.8,"HANCOCK COUNTY, TN",10.62001764,333243872.5,"HENDERSON COUNTY, TN",6.969182716,50568794.28,"GILCHRIST COUNTY, FL",5.722402538,182216839.3,"LAMPASAS COUNTY, TX",12.56123963,325664802.1,"MONROE COUNTY, AR",7.38289315,251890502.9,1859680669
"ORLEANS COUNTY, VT",23.35793146,295032899.7,"SHERMAN COUNTY, TX",10.63783557,333490946.6,"BIBB COUNTY, GA",6.990495428,50578721.73,"ANSON COUNTY, NC",5.722402538,182227661.2,"GEORGETOWN COUNTY, SC",12.5702655,325889027.5,"SCURRY COUNTY, TX",7.396667686,253435387.1,1874577338
"HANCOCK COUNTY, OH",23.36393726,296318452.1,"TOM GREEN COUNTY, TX",10.64130156,336024516.2,"SOUTHAMPTON COUNTY, VA",6.990495428,50832625.23,"MCMINN COUNTY, TN",5.733058894,182248920.6,"LEWIS COUNTY, NY",12.57804675,326423772.9,"ANDROSCOGGIN COUNTY, ME",7.399883013,253593016.6,1876558656
"TOM GREEN COUNTY, TX",23.36588691,298225071.9,"HOLMES COUNTY, MS",10.66142272,336526489.8,"CHIPPEWA COUNTY, MI",6.99987383,50952458.79,"FAIRFIELD COUNTY, CT",5.737332213,182250768.6,"ADAMS COUNTY, MS",12.5781992,326544208.1,"BAMBERG COUNTY, SC",7.403347253,253911239.9,1879793080
"BEAUFORT COUNTY, NC",23.40164842,298677956,"HOUSTON COUNTY, TN",10.67175289,336580395.4,"PULASKI COUNTY, GA",7.001150942,51054477.01,"LIBERTY COUNTY, GA",5.747081841,182355748.2,"WASHINGTON COUNTY, OR",12.59065759,327885731.5,"WEBB COUNTY, TX",7.404782952,254980008.9,1888071623
"BIG HORN COUNTY, WY",23.44431725,298785171.6,"BOSQUE COUNTY, TX",10.67389859,337736107.5,"LINCOLN COUNTY, MN",7.001150942,51520679.36,"HAMPSHIRE COUNTY, MA",5.748865794,182384492,"TIOGA COUNTY, NY",12.59280435,328301827.1,"WILBARGER COUNTY, TX",7.411185751,256114728.5,1898113826
"SCHENECTADY COUNTY, NY",23.47342241,298884282.6,"JEFFERSON COUNTY, WV",10.68770643,338041641,"HOLMES COUNTY, MS",7.001150942,51838302.52,"KENT COUNTY, TX",5.763633533,183933433.4,"WOLFE COUNTY, KY",12.60788036,328369683,"STERLING COUNTY, TX",7.441612393,257633517.1,1917208773
"CHURCHILL COUNTY, NV",23.48215804,298884541.1,"BOONE COUNTY, AR",10.69189937,338511675.1,"LEAKE COUNTY, MS",7.001150942,51857286.4,"TERRY COUNTY, TX",5.765717681,184750395,"HILL COUNTY, MT",12.61732219,328473324.1,"LEFLORE COUNTY, MS",7.441874534,258396079.4,1922951203
"MISSISSIPPI COUNTY, AR",23.54919047,299880853.5,"BROOKS COUNTY, TX",10.70174603,339436732.2,"PLYMOUTH COUNTY, MA",7.002369966,51913256.16,"ATOKA COUNTY, OK",5.765897611,184754608.4,"BRUNSWICK COUNTY, VA",12.6175464,328742848.9,"WAYNE COUNTY, GA",7.44451108,258806837.2,1926690367
"COSTILLA COUNTY, CO",23.54981455,300148397.6,"SEBASTIAN COUNTY, AR",10.71717475,339752187.9,"CLAIBORNE COUNTY, TN",7.00272776,51913537.06,"MADISON COUNTY, NC",5.778539932,184755776.3,"DARE COUNTY, NC",12.61940795,328758272.3,"CARROLL COUNTY, TN",7.459370039,258940321.9,1931531679
"SAN MIGUEL COUNTY, NM",23.57091274,300170890.6,"OTSEGO COUNTY, NY",10.71754811,340537144,"SUFFOLK COUNTY, MA",7.013848826,51913584.49,"DILLON COUNTY, SC",5.809689097,185152315.1,"UMATILLA COUNTY, OR",12.63130151,330005605.9,"UNION COUNTY, OR",7.484625274,259653416.2,1943408522
"ALCONA COUNTY, MI",23.6015573,300334039,"SAN JUAN COUNTY, CO",10.73655265,340537854.5,"BANKS COUNTY, GA",7.022464496,51913710.16,"CURRITUCK COUNTY, NC",5.814865663,185191226.6,"KLICKITAT COUNTY, WA",12.66132843,330792415.5,"GRANT COUNTY, OK",7.500451088,261276716.3,1959693231
