County_Forest_NH,Cost_Forest_NH,Qty_Forest_NH,County_Forest_H,Cost_Forest_H,Qty_Forest_H,County_Soil,Cost_Soil,Qty_Soil,County_MinCost,Cost_MinCost,Qty_MinCost,County_MaxQty,Cost_MaxQty,Qty_MaxQty,County_CE,Cost_CE,Qty_CE,Revenues_CE
"PLATTE COUNTY, NE",56.48504263,885924499,"ESCAMBIA COUNTY, FL",40.56237429,890506802.1,"WOODFORD COUNTY, IL",14.79086717,244945580.3,"LUMPKIN COUNTY, GA",12.46780178,461128885,"LIMESTONE COUNTY, AL",43.08190328,938207344.2,"SAN MIGUEL COUNTY, NM",23.57091274,793529232.8,18704208306
"WILSON COUNTY, NC",56.5665412,886190416.4,"SHERIDAN COUNTY, KS",40.58009952,891308615.1,"MISSISSIPPI COUNTY, MO",14.79086717,245402309.8,"ST CHARLES COUNTY, MO",12.46780178,461355928.4,"VALLEY COUNTY, NE",43.08975138,939090318.3,"PORTER COUNTY, IN",23.5716102,793792033.2,18710956387
"BUCHANAN COUNTY, MO",56.63305122,886620412.3,"LAMOILLE COUNTY, VT",40.61313471,891428303.7,"SHARKEY COUNTY, MS",14.8015168,245775105.6,"CLARK COUNTY, OH",12.46780178,461673899,"GRAND FORKS COUNTY, ND",43.10235258,939923046.7,"WINNEBAGO COUNTY, IL",23.6035759,794136226.9,18744454707
"LAUDERDALE COUNTY, MS",56.66408998,886703265,"CEDAR COUNTY, MO",40.63415987,891742845,"WEBSTER COUNTY, IA",14.80292271,246527749.8,"MEDINA COUNTY, OH",12.46780178,461820768.8,"JUNIATA COUNTY, PA",43.10568141,940226810.1,"JACK COUNTY, TX",23.67559111,795173836.1,18826210608
"HOWARD COUNTY, MO",56.67451837,887120888.8,"MCCRACKEN COUNTY, KY",40.6376654,891948620.8,"MADISON PARISH, LA",14.81217484,247119035.9,"SHERBURNE COUNTY, MN",12.47845982,462005875.6,"KANABEC COUNTY, MN",43.15078055,940603519.6,"BELMONT COUNTY, OH",23.68661851,795563912.3,18844218895
"ST CLAIR COUNTY, MI",56.77730838,887876133.9,"GARFIELD COUNTY, UT",40.64703346,891974882,"WHEELER COUNTY, NE",14.82129226,247254186.3,"CEDAR COUNTY, MO",12.48911786,462039782.7,"WYTHE COUNTY, VA",43.17031726,940992670.2,"CECIL COUNTY, MD",23.69389851,795990519.7,18860118592
"BUFFALO COUNTY, WI",56.84124045,888412878.5,"HOLMES COUNTY, OH",40.72853725,892538836.2,"VERNON COUNTY, WI",14.82283287,247590777.3,"CUMBERLAND COUNTY, IL",12.4997759,462347406.3,"TRIGG COUNTY, KY",43.1936828,941228555,"SHELBY COUNTY, TX",23.7380358,796306478.8,18902751704
"MARION COUNTY, OH",56.93673104,889290106.2,"CROW WING COUNTY, MN",40.77634836,892810823.6,"MUSKEGON COUNTY, MI",14.84414895,247692275,"JACKSON COUNTY, AL",12.51042552,462449529.2,"SANDUSKY COUNTY, OH",43.22023065,942078448.8,"SEVIER COUNTY, UT",23.74313237,796384083.6,18908652712
"BUCKINGHAM COUNTY, VA",57.03861285,889446826.6,"CAROLINE COUNTY, VA",40.77840296,893048872.5,"OTTAWA COUNTY, KS",14.84649776,248141486.8,"LE SUEUR COUNTY, MN",12.51042552,462823828.7,"MCLEAN COUNTY, KY",43.33510359,942401499.6,"CASS COUNTY, ND",23.77407928,796998731.1,18947911019
"CLARK COUNTY, MO",57.06902018,889960642.3,"HUERFANO COUNTY, CO",40.81004894,893434685.2,"WEBSTER COUNTY, KY",14.85479858,248284773.4,"CHAMPAIGN COUNTY, IL",12.52108356,463922618.1,"ATCHISON COUNTY, KS",43.42018423,942957791.7,"MCPHERSON COUNTY, NE",23.8229864,797027609.9,18987577911
"FILLMORE COUNTY, NE",57.09016566,890845929.1,"RED LAKE COUNTY, MN",40.81532827,893944391.6,"NOBLE COUNTY, OK",14.85479858,248652648.6,"LAWRENCE COUNTY, IN",12.5317416,463997913,"ST JOHN THE BAPTIST PARISH, LA",43.45334555,943014965.3,"FORREST COUNTY, MS",23.83916741,797147238.9,19003326480
"CLAY COUNTY, NC",57.10903427,890871362.9,"DELAWARE COUNTY, PA",40.82187337,894026398.8,"TREGO COUNTY, KS",14.86453898,249278972.7,"DOUGLAS COUNTY, MN",12.55305768,464415897.3,"VIRGINIA BEACH CITY, VA",43.46522708,943146796.9,"LEE COUNTY, GA",23.8421414,797508106.2,19014301032
"WHITE COUNTY, GA",57.11809354,890926498.4,"GREENE COUNTY, NY",40.82985538,894171977.8,"LINCOLN COUNTY, KS",14.87937268,249746147.1,"WOOD COUNTY, OH",12.55305768,465057042.4,"MARSHALL COUNTY, KY",43.52031099,943369933.3,"IRON COUNTY, MI",23.8518333,797584488.1,19023852251
"CLINTON COUNTY, KY",57.17000362,891023538.5,"FANNIN COUNTY, TX",40.85502712,895215096.2,"BLAIR COUNTY, PA",14.91873839,249827089.8,"MAURY COUNTY, TN",12.57436534,465079913.3,"NEWTON COUNTY, GA",43.52846966,943579781.9,"KENT COUNTY, MI",23.9019505,797832469.4,19069752190
"NORMAN COUNTY, MN",57.19380979,892354407.6,"WRIGHT COUNTY, MO",40.86204238,895611053.2,"LEHIGH COUNTY, PA",14.91873839,249941543.2,"PUTNAM COUNTY, TN",12.57436534,465140986,"OKLAHOMA COUNTY, OK",43.59690093,944081047.5,"LYON COUNTY, NV",23.91223062,797852634.2,19078436190
